,title,year,Genre,Tags,Score,Watchers,Main Cast,img url,kdrama_id,director,screenwriter,country,type,tot_eps,duration,start_dt,end_dt,aired_on,org_net,content_rt,synopsis,rank,pop
1112,Lucifer,2007.0,"Thriller, Mystery, Supernatural","Antihero,, Cold Man/Warm Woman,, Revenge,, Love Triangle,, Investigation,, Suspense,, Antihero Male Lead,, Morally Ambiguous Male Lead,, Detective Male Lead,, Cheerful Female Lead",7.9,,"Uhm Tae Woong, Shin Min Ah, Joo Ji Hoon, Jung Dong Hwan, Choi Deok Moon, Yoon Hye Kyung",https://i.mydramalist.com/9mw3Mc.jpg?v=1,,,,,,20.0,,,,,"KBS World, Viki",15+ - Teens 15 or older,"""When Homicide Detective Kang Oh Soo hit a dead end in his investigation of two seemly unrelated murders, except for the Tarot cards left behind at both crime scenes, he sought help from Seo Hae In, a woman with Token-object reading ability. She revealed that the killers were different in each murder, but the victims were chosen for their connection to a death of a high school boy. Later, the cases proved to have one more thing in common: the suspects have the same defense attorney, Oh Seung Ha.\r Seung Has defense for his clients severely shaken Oh Soos conviction to catch the Tarot Card mastermind. Oh Soo was reminded that years ago he had killed a high school classmate in a fight. He was acquitted of all charges and began his life anew. Now, someone has came back to revenge the boys wrongful death by killing those who got him off."", "" to have one more thing in common: the suspects have the same defense attorney, Oh Seung Ha.\r Seung Has defense for his clients severely shaken Oh Soos conviction to catch the Tarot Card mastermind. Oh Soo was reminded that years ago he had killed a high school classmate in a fight. He was acquitted of all charges and began his life anew. Now, someone has came back to revenge the boys wrongful death by killing those who got him off.""",,
1113,Lucky Romance,2016.0,"Business, Comedy, Romance, Drama","Nice Male Lead,, Rich Man/Poor Woman,, Boss-Employee Relationship,, First Love,, Awkward Male Lead,, Childhood Trauma,, Love Triangle,, Competent Female Lead,, Unlucky Female Lead,, Unfortunate Female Lead",7.8,,"Hwang Jung Eum, Ryu Joon Yeol, Lee Soo Hyuk, Lee Chung Ah, Kim Ji Min, Kim  Sang Ho",https://i.mydramalist.com/VJQeQc.jpg?v=1,976266a940314f6cad9b826c6d532617,['Kim Kyung Hee'],['Choi Yoon Kyo'],South Korea,Drama,16.0,3600.0,2016-05-25,2016-07-14,"Wednesday, Thursday",MBC,15+ - Teens 15 or older,"When a traffic accident leaves her younger sister in a coma with little chance of survival, Shim Bo Nui turns to superstition in her desperation to save her only remaining family member. Two years later, her sister is still unconscious and pronounced to have little time left to live. When a trusted fortuneteller tells her that the only way to help her sister is to spend a night with a man born in the Year of the Tiger, Bo Nui sets out to do just that, no matter the cost.Born in the Year of the Tiger is Je Su Ho, a genius who rose to the top with his inborn skills and hard work and is now the CEO of a top gaming company. Su ho has no interest in dating and wants nothing to do with superstitions. He only believes in science and mathematics; his only love is coding.When these two get entangled with each other, is it already a recipe for disaster, or the start of an improbable romance? And what will the return of a childhood friend and a first love mean for these two?(Source: MyDramaList)~~ Adapted from the webtoon series.",3652.0,400.0
1114,Lululala Pawn Shop,2020.0,,,,,,,cca98817a6e94fdc9ac5746eebefeb23,,,South Korea,Drama,7.0,720.0,2020-12-20,2020-12-20,Sunday,,15+ - Teens 15 or older,,51421.0,99999.0
1115,Luv Pub,2018.0,"Comedy, Romance, Life","Multiple Mains,, Miniseries,, Web Series,, Multiple Couples,, Part-time Worker Female Lead,, Part-time Worker Male Lead,, Short Length Series",7.4,,"Park In Hoo, Kim Bo Ra, Cha Bo Sung, Hong Bi Ra, Han Se Jin, Lee Seung Hyub",https://i.mydramalist.com/v3Pv8_4c.jpg?v=1,c336c6bcf162491693ff9c90ed80f26d,,,South Korea,Drama,10.0,600.0,2018-03-22,2018-04-21,"Thursday, Saturday",Naver TV Cast vLive,13+ - Teens 13 or older,"After airing the pilot series (2 episodes) in 2017, Luv Pub is back ! When you are in your 20's, where can you first learn about the real world ? Not in an office but at your part-time job! The webdrama deals with lives, relationships and dreams of part-timers working in 'Luv Pub'. ",6359.0,4835.0
1116,Luv Pub: Pilot,2017.0,,,,,,,fce3d1979d5a427497f2d81fc045da11,,,South Korea,Drama,2.0,900.0,2017-12-07,2017-12-09,,,Not Yet Rated,Episode 1: What happens when you waitress at a “hunting pocha”? Episode 2: Break up vs get over it if you catch your boyfriend flirting? This is why it’s scary when a girl says she understands. ,54657.0,99999.0
1117,MBTI Love,2022.0,,,,,,,d500ea2a9b3c4667bc58e7addccd766d,,,South Korea,Drama,3.0,660.0,2022-09-02,2022-09-07,,,Not Yet Rated,"Centered around 6 college students with distinct Myers-Briggs Type Indicator (MBTI) types – a personality test that has recently attained renewed interest amongst Gen Zs – ""MBTI Love"" follows Ha Ram, In Wook, Byeol, Jae Wan, Woo Ri and Joon Seo as they learn to make sense of life and navigate friendship and love through university, with quirky and memorable encounters along the way.(Source: HanCinema) ",56704.0,99999.0
1118,MU:D Vol. 1,2018.0,,,,,,,480cef0e2c954801874b0b8b8288224a,,['Lee Ye Dam'],South Korea,Drama,4.0,480.0,2018-08-29,2018-09-03,,vLive,Not Yet Rated,,57622.0,99999.0
1119,Ma Boy,2012.0,"Comedy, Romance, Youth","Cross-Dressing,, Miniseries,, Nice Female Lead,, Hidden Identity,, High School,, Double Identity,, Idol Male Lead,, Cohabitation,, School Bullying,, Dancer Male Lead",7.3,,"Kim So Hyun, Kim Sun Woong, Min Hoo, Kang Hyun Joong, Lee Jong Park, Yeon Song Ha",https://i.mydramalist.com/aeWXKc.jpg?v=1,,,,,,3.0,,,,,Tooniverse,15+ - Teens 15 or older,"Geu Rim is a student at an arts high school who dreams of becoming a pop singer. At school she gets a new roommate, Irene who’s actually a boy. Irene’s persona is a pretty Female CF star and his actual name is Hyun Woo. ,",,
1120,Mackerel Run,2007.0,"Comedy, Youth, Drama","Transfer Student Female Lead,, Student Supporting Character,, Student Female Lead,, Student Male Lead,, School Setting,, Teenager Supporting Character,, Teenager Female Lead,, Teenager Male Lead,, Love At First Sight,, Miniseries",6.7,,"Lee Min Ho, Moon Chae Won, Kwon Yool, Jung Yoon Jo, Jang Tae Hoon, Lee Byung Joon",https://i.mydramalist.com/zBzwOc.jpg?v=1,,,,,,8.0,,,,,Crunchyroll,15+ - Teens 15 or older,"Cha Gong Chan was able to enter the top private high school in the affluent Gangnam District, Myoung Mun High, because of his soccer skills. But when he quits the sport, he finds himself an outcast and starts cutting class. One day, a beautiful new girl transfers to the school, and when she walks into his class, Gong Chan falls for her instantly. He is finally enthusiastic about going to school, but the school administrator informs him that he will be expelled if he misses one more day. Gong Ghan vows that he won’t give up on either his school life or his love., the school administrator informs him that he will be expelled if he misses one more day. Gong Ghan vows that he won’t give up on either his school life or his love.",,
1121,Mad Dog,2017.0,"Action, Thriller, Mystery","Revenge,, Tragic Past,, Enemy Mine,, Corruption,, Strong Female Lead,, Teamwork,, Fraud,, Investigation,, Bromance,, Rich Male Lead",8.4,,"Yoo Ji Tae, Woo Do Hwan, Ryu Hwa Young, Jo Jae Yoon, Kim Hye Sung, Hong Soo Hyun",https://i.mydramalist.com/pklKDc.jpg?v=1,bf26febac8bb42d0ad491df290235451,['Hwang Eui Kyung'],['Kim Soo Jin'],South Korea,Drama,16.0,3600.0,2017-10-11,2017-11-30,"Wednesday, Thursday",KBS2,15+ - Teens 15 or older,"Choi Kang Woo, who is a former police and leader of Taeyang Insurance's investigators team, decides to create his own investigation team, after an airplane crash that took the life of his wife and son. He then meets Kim Min Joon, a genius former swindler whose brother was also a victim of the crash, thus begin their rivalry and cooperation.The drama portrays the reality of Korea through diverse insurance crimes that are prevalent in the country. There are the 'copy cats' that imitate and improve the existing crimes, and the 'mad dogs' who catch these bad cats.(Source: Wikipedia, KBS World)",759.0,359.0
1122,Mad for Each Other,2021.0,"Comedy, Romance, Drama","Trauma,, Enemies To Lovers,, Anger Management Issues,, Healing,, Character Development,, Unfortunate Male Lead,, Dating Violence,, Stalking,, Cross-Dressing,, Dog",8.5,,"Oh Yeon Seo, Jung Woo, Lee Su Hyun, Ahn Woo Yeon, Kim Nam Hee, Baek Ji Won",https://i.mydramalist.com/xJ7pr_4c.jpg?v=1,5a43f36979794f2b8bfb0bed4581b16b,['Lee Tae Gon'],['Ah Kyung'],South Korea,Drama,13.0,2100.0,2021-05-24,2021-06-21,"Monday, Tuesday, Wednesday",Daum Kakao TV Netflix,15+ - Teens 15 or older,"About two people with their own painful stories who go through a complicated process of hurting and healing while falling in love with each other.No Hwi Oh is a detective in the violent crimes division of the Gangnam Police Station. He thinks that he is doing well until his life suddenly takes a turn and he becomes a “crazy” person who can’t hold in his anger about anything.Lee Min Kyung is a woman who is caught up in her own delusions and compulsions. She had lived an ordinary life as a pretty woman with a respectable job until “that incident” that caused everything in her life to break down. As a result, she was unable to trust anyone and is caught in a prison of her own making. Her delusions also have the unfortunate side effect of making everyone else around her angry.",523.0,366.0
1123,Madam Cha Dal Rae's Love,2018.0,,,,,,,beed2e716c4b492daa494ae2ebff7901,['Go Young Tak'],['Choi Soon Shik'],South Korea,Drama,100.0,2160.0,2018-09-03,2019-01-18,"Monday, Tuesday, Wednesday, Thursday, Friday",KBS2,15+ - Teens 15 or older,"This drama is about 3 middle age-women, Cha Jin Ok, Oh Dal Sook and Nam Mi Rae. They are friends who graduated from the same high school and they believe they are leading happy lives, but they face a crisis in their lives.(Source: KoreanDrama.org) ",55169.0,14234.0
1124,Madame Antoine,2016.0,"Psychological, Comedy, Romance","Mean Male Lead,, Gaslighting,, Betrayal,, Emotional Abuse,, Psychology,, Multiple Couples,, Older Woman/Younger Man,, Eccentric Female Lead,, Arrogant Male Lead,, Shamanism",7.3,,"Sung Joon, Han Ye Seul, Jung Jin Woon, Lee Joo Hyung, Hwang Seung Eon, Jang Mi Hee ",https://i.mydramalist.com/eyxwEc.jpg?v=1,ef19123ce49f42c09307c28d21e3d352,['Kim Yoon Cheol'],['Hong Jin Ah'],South Korea,Drama,16.0,3900.0,2016-01-22,2016-03-12,"Friday, Saturday",jTBC,15+ - Teens 15 or older,"Soo Hyun is a psychologist based in America who has famous celebrities as his patients. But he suddenly returns to Korea and opens a psychotherapy center. A fraud fortune-teller named Hye Rim steals all of Soo Hyun's clients with her uncanny ability to read people’s minds seconds after meeting them. With his pride wounded, Soo Hyun decides to come up with a psychological experiment to perform on Hye Rim for his own research and revenge for the loss of his clients. As part of this experiment, three attractive men, including Soo Hyun, use all their charms to seduce Hye Rim and make her fall in love with them. Soo Hyun believes that he cuts a dashing figure and is quite accomplished professionally compared to the other two men; Seung Chan, Soo Hyun’s brother, wins over women’s hearts by treating them like queens; Ji Ho is an attractive and eccentric young genius. Hye Rim hadn’t believed in love until she becomes the lover of three different men. As she is caught up in the whirlwind of a romance that follows, her cynicism towards love crumbles. Will Hye Rim remain in love with Soo Hyun even after she realizes that she was just a participant in his psychological love experiment?(Source: JTBC)",6856.0,516.0
1125,Magic Cell Phone,2016.0,,,,,,,ec6f8f9b2d714ddc936ba3629458fb2a,['Kwon Nam Ki'],,South Korea,Drama,10.0,600.0,2016-07-13,2016-09-14,,,13+ - Teens 13 or older,"The drama revolves around the romance between an ordinary guy and a girl group member.~~ The drama is a joint Korean-Chinese production, for a total of 5 parts. ",9229.0,5151.0
1126,Magic School,2017.0,"Youth, Drama","Student Male Lead,, School Setting,, Magician Male Lead",7.1,,"Park Jin Young, Nichkhun, Yoon Park, Yang Byeong Yeol, Ryu Seung Soo, Shin Eun Soo",https://i.mydramalist.com/Yojygc.jpg?v=1,f65fbb8e2b104114a335dd89c6cae769,,['Kim Do Hyun'],South Korea,Drama,16.0,900.0,2017-09-11,2017-10-06,"Monday, Tuesday, Wednesday, Thursday, Friday",jTBC Naver TV Cast,15+ - Teens 15 or older,"Lee Na Ra has been single his whole life and his goal is to live a normal life, Jay is a genius magician, Jun is a medical resident who was adopted to a family in America, and Lee Seong is the youngest doctor in astrophysics. These four men are as different as four people can be and go to magic school for different reasons. One of them wants to tell a girl about his feelings for her, one is chasing after his brother’s dream, one just wants to help people, and one is there to deny the things he can’t understand.These young men are lost in this era, where discussing dreams has become a luxury. They experience things that were least expected and face magical moments hidden in their daily lives.(Source: JTBC)",8026.0,3096.0
1127,Maids,2014.0,"Historical, Romance, Drama","Historical Fiction,, Calm Male Lead,, Riches To Rags,, Joseon Dynasty,, Hidden Identity,, Strong Female Lead,, Servant Male Lead",7.9,,"Jung Yoo Mi, Oh Ji Ho, Kim Dong Wook, Jeon So Min, Lee Shi Ah, Lee Chae Young",https://i.mydramalist.com/YA01Pc.jpg?v=1,,,,,,20.0,,,,,"Fresh Drama, Idol & Romance, Viki",15+ - Teens 15 or older,"Kook In Yeob is the only child in a noble family. She is famous for her beautiful and stylish appearance. Due to an incident, her status falls to the lower class. As she struggles through her misfortune, she becomes stronger. Servant Moo Myung is the most attractive servant in Hanyang, but he is also a mysterious man who hides his real identity and pretends to be a servant. ,",,
1128,Make a Woman Cry,2015.0,"Romance, Drama, Melodrama","Father-Son Relationship,, Male Chases Female First,, Strong Female Lead,, Nice Male Lead,, Rich Man/Poor Woman,, Multiple Mains,, ""Brothers Relationship,"", Badass Female Lead,, Big Family,, Soap Opera",7.6,,"Kim Jung Eun, Song Chang Eui, Ha Hee Ra, Oh Dae Gyu, Lee Tae Ran, In Gyo Jin",https://i.mydramalist.com/2ov1Ec.jpg?v=1,3515f6f3490e410ca0d57308ef9b7844,"['Kim Keun Hong', 'Park Sang Hoon']",['Ha Chung Ok'],South Korea,Drama,40.0,4500.0,2015-04-18,2015-08-30,"Saturday, Sunday",MBC,15+ - Teens 15 or older,One difference that separates humans from animals is that people have emotions. So describing the emotions of different characters in a TV drama is an important part of the storytelling process. What is it like for a person to love another person? What is it like for a person to forgive another? This TV drama is made with the premise of influencing people to become gentler and stronger human beings.(Source: MBC) ,4872.0,6385.0
1129,Mama,2014.0,"Romance, Drama, Melodrama","Mother-Son Relationship,, Terminal Illness,, Age Gap Drama Life,, Age Gap Real Life,, Single Mother Female Lead,, Hot-tempered Female Lead,, Return To Hometown,, Family Relationship,, Older Woman/Younger Man,, Birth Secret",8.2,,"Song Yoon Ah, Yoon Chan Young, Moon Jung Hee, Jung Joon Ho, Hong Jong Hyun, Jeon Soo Kyung",https://i.mydramalist.com/l0q8xc.jpg?v=1,,,,,,24.0,,,,,"TVING, Netflix",15+ - Teens 15 or older,"A single mom who has been only focusing on making money and achieving fame suddenly finds out she has a time-limited life. All her life, she has been neglecting her only son so she now wishes to spend the rest of her lifetime for him finding his family before she leaves. She plans to reunite her son with his birth-father so he can live in a stable family environment, but the father is already married to someone else. Mama is a story of 6 months of motherly love and sacrifices that is told by a terminally ill mother. , is already married to someone else. Mama is a story of 6 months of motherly love and sacrifices that is told by a terminally ill mother. ",,
