,title,year,kdrama_id,director,screenwriter,start_dt,end_dt,synopsis,tot_eps_boxcox,duration_boxcox,rank_boxcox,pop_boxcox,music_score_boxcox,story_score_boxcox,acting_cast_score_boxcox,rewatch_value_score_boxcox,overall_score_boxcox,n_helpful_boxcox,pop_std,n_helpful_std,pop_minmax,n_helpful_minmax,content_rt_15+ - Teens 15 or older,content_rt_18+ Restricted (violence & profanity),content_rt_G - All Ages,content_rt_Not Yet Rated,content_rt_R - Restricted Screening (nudity & violence),Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday
327,Super Family,2017,85f2bf4cb092454e9c74caa7bd071c67,"['Choi Moon Seok', 'Lee Kwang Young']",['Jin Young'],2/20/2017,7/3/2017,"This drama is about a 44-year-old man, Na Chun Il who is head of a department in a large corporation. At the same time, he must fulfil various life roles: husband, father, the eldest son, boss, subordinate. Maeng Ra Yeon is his wife, and they have a daughter Na Ik Hee.(Source: MyDramaList) ",2.409171249515469,369.4286322814954,10.838270978761717,25.443758464429827,48.12621903924334,85.66862343305012,1570.1464515225955,14.472882693294482,109.41134646448772,1.6500013972850192,0.8260140774458947,-0.43316386886753233,0.36303898867263285,0.03164556962025317,False,False,False,False,False,False,True,False,False,False,False,False
328,Trace of the Hand,2017,a1a19717b3a14c50bf22afc078e87e9b,Others,['Kim Mi Jung'],2/27/2017,2/27/2017,"Is there an app to help you get the woman you love? Kim Hong Sik is a shy young man who returns to college after serving his mandatory military service. He discovers an app called T-Scope that helps him to see other people’s secret messages. Can he use it to help him capture the heart of the “Queen of the Engineering College”, whom he has secretly loved for years? ",2.029890285605479,124.38812797377025,13.15424080869453,24.406057122835414,35.07045415839223,33.89595695458694,274.520130491794,4.796232227263821,38.378158712602456,0.6712093555111057,0.5666005519629326,-0.6802900441117291,0.308529945553539,0.006329113924050633,False,False,False,False,False,False,True,True,False,False,False,False
329,Suspicious Partner,2017,802913f5c3584810ab67bc5b782218be,['Park Seon Ho'],['Kwon Ki Young'],5/10/2017,7/13/2017,"Noh Ji Wook is a brainiac prosecutor and Eun Bong Hee is a rookie justice department intern, who always seems to find herself in the most unfortunate and embarrassing situations. Bong Hee is falsely accused of murdering her ex-boyfriend, and Ji Wook gets demoted because he risks his career and reputation to save Bong Hee. Things get complicated as their careers, and love lives get entangled, but one thing brings them together- catching the real culprit responsible for a series of murders before they run out of time and get themselves killed. Ji Eun Hyuk used to be a good friend of Ji Wook, and their friendship used to be the strongest ever. During Eun Hyuk's troubled childhood, Ji Wook used to feel like his only family.(Source: Viki)",2.409171249515469,329.8298681862358,9.131841809620376,4.727078475010681,77.1465031054808,51.148960743563364,1146.296052034861,10.770552536749179,86.06748444703759,2.8372780975017644,-0.8942758458486973,0.8642485511645005,0.0015645534764378247,0.16455696202531644,True,False,False,False,False,False,False,False,True,True,False,False
330,The Emperor: Owner of the Mask,2017,88b080a4f54e49eb94d420e76506de79,"['Park Won Gook', 'Noh Do Cheol']","['Park Hye Jin', 'Jung Hae Ri']",5/10/2017,7/13/2017,"The story of a crown prince named Lee Sun who fights the Pyeonsuhwe society that holds absolute power over the kingdom and also controls the water supply by privatizing it. The drama involves romance, action and court politics as the Crown prince, Lee Sun fights heroically on behalf of the people and Han Ga Eun finds herself falling in love with him instead of avenging the execution of her father at his hands. In “The Emperor: Owner of the Mask,” there is palace intrigue revolving around the true power behind the throne, and a plot twist when the prince switches identities with a commoner. But the overall theme of the show is love, which underlies the romance between a prince and his girl as well as the compassion for the country and people.(Source: MBC)~~ Adapted from the novel ""The Prince and the Pauper"" by Mark Twain.",2.409171249515469,329.8298681862358,10.543214698960714,13.743591643786095,77.1465031054808,30.468432550031476,614.8026854068964,4.240024901768852,55.113794796964726,2.4429981238588927,-0.725701729403971,0.1846515692429595,0.036986044182990174,0.09493670886075949,True,False,False,False,False,False,False,False,True,True,False,False
331,Tomorrow With You,2017,b445201ea9c64d36a402e4c92ee48810,['Yoo Je Won'],['Heo Sung Hye'],2/3/2017,3/25/2017,"Yoo So Joon is the successful CEO of a real estate company who has the ability to time travel when he takes the subway. Going back and forth in time, he sees his future self living a life of torment and unhappiness. To try to offset his doomed future, he decides to marry Song Ma Rin, a cheery photographer, even though he does not love her. Can Ma Rin help So Joon change his unhappy future?",1.9998129521799661,548.9783190982779,10.38941805681833,9.983732720801022,92.14575224905136,55.69869961997731,969.2741907626655,11.726614181656865,91.58583644230995,2.8094794659401177,-0.8409635369377326,0.8024670073534513,0.01276675636773265,0.1582278481012658,True,False,False,False,False,False,False,False,False,False,True,True
332,Ms. Perfect,2017,455e518385db47879599854842235845,"['Hong Seok Goo', 'Kim Jung Min']",['Yoon Kyung Ah'],2/27/2017,5/2/2017,"Shim Jae Bok has always believed she lived life to the fullest. But, misfortunes never come singly. Her beloved husband ends up cheating on her. What's worse, her benefactor stabs her in the back. Things are closing in on her, but she's not the type of person who gives up. Let's find out how she comes up against the harsh reality of life!(Source: KBS World) ",2.108305895962314,575.6259326435508,12.366646324920493,21.363686126742092,41.29170160394426,41.36810014227611,708.9181449715649,6.775350676663319,75.64894258947125,1.7794877872167874,-0.022515353209626842,-0.37138232505648316,0.18474247449777834,0.0379746835443038,True,False,False,False,False,False,True,True,False,False,False,False
333,Swan,2017,dcedea262aa84e6199592460dadd277d,Others,Others,3/1/2017,3/1/2017,"A web drama about a genius plastic surgeon and his ex-wife who run a beauty clinic. ""Swan"" is a Korea-China co-production. ",2.057833346685886,244.7114625217732,17.11920619916625,29.290632460546284,0.0,17.09764163647207,676.4483986224114,0.0,47.223501873653454,0.6712093555111057,2.1159336857888444,-0.6802900441117291,0.6340822329307215,0.006329113924050633,False,False,False,True,False,False,False,False,False,False,False,False
334,Defendant,2017,026929b5d8764669813da22254fc7255,"['Jo Young Kwang', 'Jung Dong Yoon']","['Choi Soo Jin', 'Choi Chang Hwan']",1/23/2017,3/21/2017,"Park Jung Woo is a prosecutor at Seoul Central District Prosecutors’ Office. One day, he wakes up and finds himself a convict on death row. Suffering from temporary amnesia, Jung Woo has no idea what transpired to land him in prison. He struggles to recover his memory and clear his name before his time is up. ",2.057833346685886,614.7792111038029,6.598115783195631,12.066563146872301,77.1465031054808,51.148960743563364,1345.994614017279,9.609069462305937,91.58583644230995,2.533436662059473,-0.7888425645387448,0.3082146568650579,0.023718630702797422,0.10759493670886075,True,False,False,False,False,False,True,True,False,False,False,False
335,Duel,2017,9ed95a1ff0b34b82a099a5c71bf3570e,['Lee Jong Jae'],['Kim Yoon Joo'],6/3/2017,7/23/2017,"Jang Deuk Cheon, a hardened detective cop whose daughter is kidnapped, begins a chase against great odds to solve the mystery of his situation and find his child before it is too late. He starts to hunt down the suspect using the one clue he has: Two men with the same face were at the crime scene.(Source: HanCinema, Naver) ",1.9998129521799661,569.0068363039311,8.498708025702033,15.25609254288323,63.71065011410724,58.85294424731074,1293.8478742530028,12.213348814851745,94.42353503764585,2.489672256321059,-0.6476691878694864,0.24643311305400867,0.05338256461605858,0.10126582278481013,False,False,False,True,False,True,False,False,False,False,False,True
336,The Universe’s Star,2017,bee86820c50a4b2ba2749fa8453bfa56,Others,Others,1/26/2017,2/9/2017,"Byul is a female Grim Reaper whose job is to guide dead souls to the afterworld. When she meets her favorite singer Woo Joo, who is expected to die soon, she decides to save him. In the process, she discovers the light in her soul and learns about the importance of relationships in a drama that transcends space and time.(Source: MyDramaList)~~ Two versions available: 21 episodes (online) || 6 episodes (TV) ",2.131231926406323,146.72305749790004,10.510868832284235,14.972341988792326,84.4471147557638,55.69869961997731,850.353750438227,9.155247185872943,97.31405415754365,1.9866390557873708,-0.6640500649091683,-0.2478192374343848,0.04994054696789536,0.05063291139240506,True,False,False,False,False,False,False,False,False,True,False,False
337,Last Minute Romance,2017,f3cacfe2cfde4228972f50e57cdefa0f,Others,Others,10/23/2017,11/3/2017,"Baek Se, a 27-year-old who was living a normal life, gets diagnosed with terminal illness one day with only 3 months left. She wants to experience a heated romance with Ji Sul Woo, a top celebrity she’s had a crush on for 10 years before she dies. She puts out an ad in hopes of finding a Ji Sul Woo look-alike, who would then act out famous scenes from a drama with her over 3 months, for 10 thousand dollars?Yoon Dong Joon is an aspiring actor who looks like Ji Sul Woo. He was always rejected from auditions for looking like Ji Sul Woo or was hired as his look-alike, and was suspicious of women that approached him for only being after his looks. He decides to get plastic surgery to become a true actor and also needs 10 thousand dollars.The two characters get together for their own reasons. Will they be able to get what they want within the short span of 3 months?(Source: JTBC)",1.7504957783346722,197.9470388656402,11.807896352315934,18.521229530397942,55.59304006366758,40.06494783941852,676.4483986224114,9.155247185872943,59.338925941187966,0.6712093555111057,-0.38765999413053576,-0.6802900441117291,0.10801677201326743,0.006329113924050633,True,False,False,False,False,False,True,True,True,True,True,False
338,Sweet Enemy,2017,15f1ef8a8802470fa153511c4c993792,['Lee Hyun Jik'],['Baek Young Sook'],6/12/2017,12/1/2017,Oh Dal Nim is falsely accused of murder. She decides to take revenge on those responsible for her misery. ,2.800902862911127,369.4286322814954,12.935695813120033,27.651020579877464,0.0,3.134698553504104,8.142012598570151,0.0,3.7053019682012835,0.6712093555111057,1.4970343678168636,-0.6802900441117291,0.5040365479692096,0.006329113924050633,True,False,False,False,False,False,True,True,True,True,True,False
339,Bravo My Life,2017,54e1547c7fa14e2fb8cc0ca0ef8ee711,['Jung Hyo'],['Jung Ji Woo'],10/21/2017,2/3/2018,"A heady drama producer, an assistant director, and an actor who hasn't debuted after seven years in the industry navigate the world of television drama production.(Source: SBS International) ",2.537454128701274,329.8298681862358,12.300778151921403,27.261030359750492,42.94208357064385,36.2945881963618,454.48974770137704,5.762527072125562,47.223501873653454,0.6712093555111057,1.3656895173714143,-0.6802900441117291,0.47643782464484635,0.006329113924050633,True,False,False,False,False,False,False,False,False,False,False,True
340,The Boy Next Door,2017,1b5a7481be7345268d7fb95af5255299,Others,['Choi Woo Joo'],4/3/2017,4/28/2017,"College students Park Kyu Tae and Sung Gi Jae are two awkward neighbours with a small disliking towards each other. After an accident, the two boys move in together. They soon figure out that they're both friends with Kim Min Ah. The two end up in hilarious, awkward situations that lead Min Ah and her closeted boyfriend to believe they are gay. (Source: MyDramaList)~~ Adapted from the webtoon ""Handsome Man"" (썸남) by Bae Chul Wan (배철완).",1.9672887516088096,100.48998542307537,10.560352311465927,12.628766282374615,97.50277430863036,70.66635554110321,1399.669399630805,17.380960554145354,125.76313479517775,2.8896456972733446,-0.7700790144751092,0.987811638786599,0.02766130546342074,0.17721518987341772,False,False,False,False,False,False,True,False,False,False,False,False
341,Unexpected Heroes,2017,50b7fc44bc764c62ba067abf22cf2c30,Others,Others,12/18/2017,12/29/2017,“Unexpected Heroes” is a fantasy web drama that tells the story of three high school students who receive super powers after their respective organ transplants and then use their powers to solve suspicious cases. It is being supported by the Center for Disease Control Organ Transplant Management Center to raise awareness for organ and human tissue donations. ,1.7504957783346722,197.9470388656402,12.862739644630185,21.409147859632352,41.29170160394426,36.2945881963618,645.0847085446507,4.796232227263821,43.55208390253168,1.6500013972850192,-0.015367334137765656,-0.43316386886753233,0.18624444583515865,0.03164556962025317,False,False,False,True,False,False,False,False,False,False,False,False
342,Falsify,2017,f0de667d0e4240c185ad8a76ed0ff519,['Lee Jung Heum'],['Kim Hyun Jung'],7/24/2017,9/12/2017,"In modern society, journalism has lost its integrity, and journalists who focus on the facts have disappeared. However, we've seen that there are still journalists who seek the truth, and if there is at least one person who is willing to look, the truth will come out from the darkness. Here we have two journalists. One is a ""media jackal"", a journalist who will write any story, fact or fiction, in order to get views, and the other is a ""vegetative journalist"" who hasn't been able to write a single article for five years. These two journalists, with the help of a prosecutor work together in order to seek the truth.",2.31794474059079,369.4286322814954,10.637155458758091,19.248392797673986,81.96970262379968,63.76765432967516,1146.296052034861,11.726614181656865,97.31405415754365,1.7794877872167874,-0.3084361160840743,-0.37138232505648316,0.12466362100256588,0.0379746835443038,True,False,False,False,False,False,True,True,False,False,False,False
343,Band of Sisters,2017,1df74e12b3b24bf1a2e6c5b377ef50be,['Choi Young Hoon'],['Kim Soon Ok'],4/15/2017,10/14/2017,"Kang Ha Ri, with her bright personality, works part-time at a stationery store and a nail shop. Min Deul Re was a popular actress, but she isn't so popular these days. Kim Eun Hyang worked as a secretary prior to the birth of her daughter, but she now focuses on raising her daughter.These three women lose their most loved ones around the same time. Even though they are not related, they rely on each other to get through the tough times.(Source: AsianWiki)",2.6067121314716135,582.2174353230909,11.416149445534597,24.093655214526052,39.67965193746591,18.749786650242644,676.4483986224114,2.686424579956906,35.146275933219236,1.3003847392338008,0.4948225271163265,-0.5567269564896308,0.2934476500406784,0.0189873417721519,True,False,False,False,False,False,False,False,False,False,False,True
344,Unknown Woman,2017,cbb092dbb82b41a7995b46bb66417c59,['Kim Myung Wook'],['Moon Eun Ah'],4/24/2017,9/15/2017,"A story of maternal love. There are two mothers who have a strong bond with their child. Hong Jiwon holds hands with the devil to save her son. She gives away her body and soul to him, her life and her money. And, because of her great affection towards her child, she finds herself in conflict with Son Yeori who is also a mother. Under the name of a mother, the two women know how to show mother's instinctive love.(Source: KBS World)",2.7409436599265207,369.4286322814954,12.465677697462665,26.37466691794785,25.599525670698455,29.370962823196745,585.5781772607478,4.0587121659989105,51.07635607499935,0.6712093555111057,1.088108110080805,-0.6802900441117291,0.41811127104324425,0.006329113924050633,True,False,False,False,False,False,True,True,True,True,True,False
345,The Secret of My Love,2017,23120599edcd4fac9222b414917c499c,['Jin Hyung Wook'],"['Heo In Moo', 'Kim Yeon Shin']",9/18/2017,2/9/2018,"Han Ji Sub, a man who’s never felt happy in his life, almost escapes his miserable life against all odds, thanks to his iron will and hard work. However, when his mother’s mistake makes all his attempts come to naught, he’s devastated. Still, he has love of Seo Ra, a warmhearted girl whose life goal is to help others. As their fate becomes intertwined with that of Hae Rim, who gained love at the expense of her sister, and of Jae Wook, whose greed knows no end, each person’s secrets and hidden desires come afloat.",2.734699191038654,361.63683772548785,17.03192677459903,28.65820730507181,0.0,7.29494170977811,49.24809075152049,0.0,9.325275982858077,0.0,1.8639660135057379,-0.7420715879227783,0.5811377432880656,0.0,True,False,False,False,False,False,True,True,True,True,True,False
346,Love Playlist,2017,56835b05585f4a948ca12f679fb7dbf5,Others,['Lee Seul'],3/9/2017,4/1/2017,A story about the ups and downs of a normal life of five college students. ,1.6214683827968448,87.75395212034184,10.524345745809901,17.801612154517883,68.01913904449289,62.10485920217655,969.2741907626655,12.458854137055402,88.80060473323853,1.3003847392338008,-0.45765101420917653,-0.5567269564896308,0.09330996933475187,0.0189873417721519,True,False,False,False,False,False,False,False,False,True,False,True
347,Somehow 18,2017,650f51a1db374dcc8dab6fc1bb43f5d8,['Kim Do Hyung'],Others,8/28/2017,9/8/2017,"28-year-old Kyung Hwi is a resident at a university hospital. He was bullied in high school. He made a suicide attempt, but Han Na Bi, a mysterious girl that transferred to his school early that semester, prevented him from dying. However, after telling him to live, she had suddenly committed suicide. Kyung Hwi couldn’t forget about her for the past decade and one day wakes up to find himself in his old self 10 years ago. It’s a week before Na Bi committed suicide.He is the 18-year-old loser he used to be, but he can’t miss this opportunity. He has to find out what happened to Na Bi, why she killed herself, and stop her from doing so. Kyung Hwi goes through his life as an 18-year-old with the experience of a 28-year-old, changing his gloomy past as he goes.Will Kyung Hwi, who went back to the time he was an outcast, be able to save his first love and have a happy ending?(Source: JTBC)",1.7504957783346722,197.9470388656402,9.684050891342894,15.205589391970285,53.66603650164206,65.45511920157855,1146.296052034861,14.216358634080928,106.30604430941008,1.3003847392338008,-0.6506475291494286,-0.5567269564896308,0.052756743225483446,0.0189873417721519,True,False,False,False,False,False,True,True,True,True,True,False
348,My Father Is Strange,2017,c01c324200a24816a5235f8b7d35cd29,['Lee Jae Sang'],['Lee Jung Sun'],3/4/2017,8/27/2017,"This drama is about a family that lives on the outskirts of Seoul. Byun Han Soo is the father and His wife, Na Yeong Shil is a dedicated, responsible mother to his three daughters and one son including Hye Yeong, Mi Yeong, Ra Yeong, and Joon Young. Suddenly one day, Ahn Joong Hee shows up at the household and declares that he is the son of the family. Joong Hee is an actor who used to be a member of an idol group. He begins to live with them.(Source: Koreandrama)",2.510119370547747,588.7818812921909,7.500908364861594,12.076039273634889,86.96875300171865,70.66635554110321,1293.8478742530028,14.472882693294482,119.05599881683104,2.4429981238588927,-0.7885447304107506,0.1846515692429595,0.023781212841854932,0.09493670886075949,True,False,False,False,False,True,False,False,False,False,False,True
349,Vivid Romance,2017,86395f96c52848958879dfe1949b84f3,['Park Sang Hoon'],"['Park Eun Young', 'Park Hee Kwon']",2/16/2017,3/2/2017,"In Sung is an unemployed college grad trying to become a police officer for the last four years, and he is suddenly dumped by his girlfriend who does not give him any explanation. He then gets fired from his part-time job without any pay and gets kicked out from his tiny room after missing a rent payment. On the brink of despair, In Sung decides to take a job as a drug test volunteer for a pharmaceutical company because the pay is good. The drug is a generic version of a hit drug that had its patent recently expired. But he suffers an unpredicted side effect from the drug that gives him superhuman intelligence and strength. He is suddenly able to accomplish tasks that were nearly impossible for him to achieve before and instantly becomes an attractive man as he can win over any girl he wants…(Source: MBC)",2.131231926406323,146.72305749790004,12.507414745258522,18.111805572825915,41.29170160394426,42.69459461904976,614.8026854068964,6.364810720067428,75.64894258947125,1.3003847392338008,-0.4284632696657434,-0.5567269564896308,0.09944301896238814,0.0189873417721519,True,False,False,False,False,False,True,True,True,True,True,False
350,Bad Guys: City of Evil,2017,152309284b7c472b86fbe5ca325ac114,['Han Dong Hwa'],['Han Jung Hoon'],12/16/2017,2/4/2018,"Using bad guys to catch bad guys, a prosecutor recruits a team of criminals in order to crush a corrupted organization with extreme measures.(Source: tvN Asia) ",1.9998129521799661,582.2174353230909,11.511180446666705,18.2219913690859,81.96970262379968,49.680465648590065,777.2745466673788,9.609069462305937,80.75614697375939,1.6500013972850192,-0.4177412410579516,-0.43316386886753233,0.10169597596845861,0.03164556962025317,True,False,False,False,False,True,False,False,False,False,False,True
351,First Love Story,2017,9eed051b410d4644b9464ac7fe3dde2d,Others,Others,7/5/2017,7/23/2017,Do you remember when we met for the first time?Hyun Jin - a girl who finally meets her coveted guy.Hee Jin - a girl that is still in love.Ha Seul -  a girl who is a childhood friend.(Source: MyDramaList) ,1.4441363300165029,100.48998542307537,12.367917414298828,25.40000365403414,28.126332648484773,44.04452546508635,676.4483986224114,9.609069462305937,57.202706103728985,0.6712093555111057,0.8143985464541204,-0.6802900441117291,0.3605982852493898,0.006329113924050633,False,False,False,True,False,False,False,True,False,True,False,False
352,The [email protected],2017,0888b4ac9255479f83537789ab54921c,Others,['Won Young Shil'],4/28/2017,10/6/2017,"THE [emailprotected], set in the world of Korean entertainment production, stars Korean idols of course, as well as other Japanese and Thai hopefuls. Like the original game, the drama follows a group of young women as they embark on a career in the entertainment industry, and depicts their sweat and tears, their hopes and dreams.(Source: Anime News Network) ",2.1925652889777028,444.39093450375174,12.150526739643706,24.487001918698173,61.61924451096899,31.588352820368957,530.2062892066157,3.527466043686597,57.202706103728985,1.0441832158964832,0.5856619361545624,-0.6185085003006799,0.31253520245321986,0.012658227848101267,True,False,False,False,False,False,False,False,False,False,True,False
353,Flat,2017,9ae8c255f7a44c5dabc1330fd39a37e6,['Kim Joon Mo'],Others,7/14/2017,8/30/2017,"Yeon Woo a highschool boy meets Da Mi, he feels an instant connection after he notices her bright red sneakers. Da Mi & Yeon Woo tell their story, reminiscing over the past, how they became friends and how their relationship grew and developed over the years. ",1.6214683827968448,100.48998542307537,11.676929972745851,27.020870983118158,72.49703150728052,65.45511920157855,1011.4986701042783,13.45488977838933,106.30604430941008,1.6500013972850192,1.2876569758369296,-0.43316386886753233,0.46004130421177797,0.03164556962025317,False,False,True,False,False,False,False,False,False,False,False,False
354,Voice,2017,2222ea959cf1499db52d6dcafb2196f5,['Kim Hong Seon'],['Ma Jin Won'],1/14/2017,3/12/2017,"Popular detective Moo Jin Hyuk who is filled with guilt for his wife’s death, works with professional voice profiler Kang Kwon Joo, whose father is killed, to solve a different crime, chasing for the serial killer responsible for the deaths of their family members.(Source: tvN Asia) ",1.9998129521799661,548.9783190982779,7.919047097928225,10.952786580069125,59.56936125901208,45.41798598376467,708.9181449715649,8.70774087463361,78.17720944543697,2.5746199897328617,-0.8198173138501433,0.36999620067610706,0.01721008824081607,0.11392405063291139,True,False,False,False,False,True,False,False,False,False,False,True
355,Avengers Social Club,2017,9bb0f83bf53c407d91c4c9e637a3594f,"['Kwon Seok Jang', 'Kim Sang Ho']","['Kim Yi Ji', 'Hwang Da Eun']",10/11/2017,11/16/2017,"It features three women from different walks of life coming together for revenge: a middle-aged fish store owner who envisioned a better life for herself, a housewife, and an heiress who was raised like a delicate greenhouse flower. They’re an unlikely trio who would never otherwise meet, but they join forces to carry out their individual revenge. Although they start out as co-conspirators, along the way, they’ll build a strong friendship.(Source: Letterboxd)~~Adapted from the webtoon ""Buam-dong Revenge Social Club"" (부암동 복수자 소셜클럽) by Sajatokki (사자토끼).",1.8507029406749629,588.7818812921909,7.648091182990677,15.419528886019068,74.80018499855225,68.90438812787993,1243.2010786634326,13.203798592401979,103.25495958195306,2.1485936680787794,-0.6378406616456772,-0.12425614981228643,0.05544777520495651,0.06329113924050632,True,False,False,False,False,False,False,False,True,True,False,False
356,"Let's Eat Something, Anna",2017,43a37f5bc20e4acb873414575f03a165,Others,Others,8/1/2017,8/1/2017,"An adorable love story of Park Ji Yong, a good-looking home shopping host, and Sohn Ana, a secluded girl who never leaves home and whose only joy of life is home shopping.(Source: OnDemandKorea) ",1.324962965185125,188.12266094595566,12.790334677666706,25.153374944818488,51.77942397472497,29.370962823196745,742.5185736285688,5.5654564538392775,45.36531175326505,0.6712093555111057,0.7500663748073697,-0.6802900441117291,0.347080543212967,0.006329113924050633,True,False,False,False,False,False,False,True,False,False,False,False
357,The Best Moment To Quit Your Job,2017,8ac00b4a654c41e2ae7f72bf99e63a6a,Others,Others,12/9/2017,1/27/2018,"Four young women tackle life, love, and lies in their first jobs out of college. Good thing they have each other – and late-night bars – to get through it all. ",1.6214683827968448,444.39093450375174,11.844588570594453,24.229976216112608,53.66603650164206,48.235864913046754,1011.4986701042783,7.617376305568605,70.74295853706205,1.6500013972850192,0.525797276427725,-0.43316386886753233,0.29995619250265976,0.03164556962025317,False,False,False,True,False,True,False,False,False,False,False,True
358,First Love Story Season 2,2017,b31b30ea62e44996b3afc74af16a4141,Others,Others,8/23/2017,9/13/2017,Do you remember when we met for the first time?Hyun Jin - a girl who finally meets her coveted guy.Hee Jin - a girl that is still in love.Ha Seul - a girl who is a childhood friend. ,1.4441363300165029,100.48998542307537,12.254681221121261,27.094904254999292,22.069898547439156,26.212206891128556,408.63845001286194,6.364810720067428,23.885656522062007,0.6712093555111057,1.311483706076467,-0.6802900441117291,0.465047875336379,0.006329113924050633,False,False,False,True,False,False,False,False,False,False,False,False
359,Fight for My Way,2017,963f91241c094c4e9670f3d094066e20,"['Lee Na Jung', 'Kim Dong Hwi']",['Im Sang Choon'],5/22/2017,7/11/2017,"Can you still go after your dreams without the right background? Ko Dong Man has always dreamed of becoming famous as a taekwondo athlete but now works as a contract employee in a mundane job. His bickering longtime friend, Choi Ae Ra, aspires to become a television anchor but works instead at the information desk of a department store.Their friends, Kim Joo Man and Baek Seol Hee have been dating for six years but face a new threat to their relationship.Can the four friends achieve their individual dreams despite having “third-rate” qualifications?(Source: Viki)",1.9998129521799661,548.9783190982779,7.986125622071205,4.30537523569841,84.4471147557638,54.15798976021231,1099.9827580235515,13.707353066212102,97.31405415754365,2.750196955808114,-0.8957650164886684,0.678903919731353,0.0012516427811502598,0.14556962025316456,True,False,False,False,False,False,True,True,False,False,False,False
360,Sweet Revenge,2017,2926e56ff3864c0b8709408683882733,Others,Others,10/27/2017,1/5/2018,This web drama is a teen fantasy drama about a teenager who gets her hands on a note that enacts revenge on anyone whose name is written on it. ,2.1528322635499664,197.9470388656402,10.9457021385883,13.062695827792892,61.61924451096899,57.26365574753497,1055.0592833607438,11.245652406084197,86.06748444703759,1.6500013972850192,-0.7539959715634216,-0.43316386886753233,0.031040740972526442,0.03164556962025317,False,False,False,False,False,False,False,False,False,False,True,False
361,"Bad Thief, Good Thief",2017,4aee037094234278a1e03c6332001c49,"['Jang Joon Ho', 'Oh Kyung Hoon']","['Son Young Mok', 'Cha Yi Young']",5/13/2017,11/5/2017,"In this story, there are thieves who come from different backgrounds and situations. They were not born as thieves though. For the most part, they lived by the rules even while growing up poor and worked hard to better their lives. They are actually generous people. But the cruel realities of society have pushed them to the edge. And to ensure that their past problems do not hamper their own children, they fight to exact revenge from those in power, search for their long-lost family members and commit one last heist to mete out justice. This TV show will entertain viewers with a story revolving around thieves from the low rungs of society who burglarize the home of powerful men in order to unmask them. They do this to put an end to those who stand above the law and get away with thievery scot-free.(Source: MBC America)",2.4954464878314835,646.7244874072406,11.891450555349795,19.89128163138146,108.76506714001242,67.16733646801666,1293.8478742530028,10.535229714698394,112.57121100339882,1.494428081264169,-0.23070140867758387,-0.49494541267858155,0.14099755929657676,0.025316455696202535,True,False,False,False,False,True,False,False,False,False,False,True
362,Temperature of Love,2017,568cac4e90bf4c2ea85a9d8197e0d4c0,['Nam Gun'],['Ha Myung Hee'],9/18/2017,11/21/2017,"Hyun Soo quit her job to become a TV writer; Jung Sun dreams of becoming a French food chef and opening a restaurant. As the pair navigate their paths to fulfill their dreams, they discover that they will need patience, tenacity, and most importantly, hope. (Sources: SBS International, AsianWiki) ",2.409171249515469,329.8298681862358,12.034933689998466,12.810304496700336,74.80018499855225,36.2945881963618,969.2741907626655,7.404297203079219,63.75481868799577,2.8372780975017644,-0.7635266636592365,0.8642485511645005,0.029038112522686024,0.16455696202531644,True,False,False,False,False,False,True,True,False,False,False,False
363,The Blue Sea,2017,fa7da047d6e74f6e92c466728b2ffbfa,Others,Others,10/9/2017,10/13/2017,"""The blue sea"" is an action drama that tells the story of a mysterious young man who lost his memory. Jo Eun Hee is a female soldier in the navy who works with Sung Ki Soo to carry out special missions under UDU (Underwater Demolitions Unit) Sung Ki Soo is a navy lieutenant who is also a professor at the non-commissioned officer department who is the first to see through the identity of the young man who lost is memory.",1.324962965185125,217.08837031239614,13.059475417722172,29.11998111517993,72.49703150728052,37.528288387884956,408.63845001286194,11.9692653100772,68.36450505019582,1.3003847392338008,2.046240499838198,-0.5567269564896308,0.6194380123912635,0.0189873417721519,False,False,False,True,False,False,False,False,False,False,False,False
364,Love After School,2017,5a84990aeebd41cb934409fba7c77049,Others,Others,11/28/2017,1/16/2018,"A love story often begins after a few jokes ... Hoo Se In and Bang Myung Rok  are in moderation class. Myung Rok decides to play Se In, who ridicules himself in front of the whole class. They begin, after this incident, to approach and leave together. But Jo Ye Rin, in love with Myeong Rok, spreads a rumor about Se In, which causes him to leave Myung Rok.  Five years later, Se In, still in love with him, decides to reconnect with Myung Rok. Can your relationship resume where you left off?(Source: drama.fandom.com)",1.6214683827968448,124.38812797377025,11.036069034458697,23.4720861645919,57.56072039273537,52.641439330317546,928.3593488812209,6.775350676663319,83.3861182636353,0.0,0.3602015012629408,-0.7420715879227783,0.26516052318668254,0.0,False,False,False,False,False,False,False,False,False,False,False,False
