,title,year,kdrama_id,director,screenwriter,start_dt,end_dt,synopsis,tot_eps_boxcox,duration_boxcox,rank_boxcox,pop_boxcox,music_score_boxcox,story_score_boxcox,acting_cast_score_boxcox,rewatch_value_score_boxcox,overall_score_boxcox,n_helpful_boxcox,pop_std,n_helpful_std,pop_minmax,n_helpful_minmax,content_rt_15+ - Teens 15 or older,content_rt_18+ Restricted (violence & profanity),content_rt_G - All Ages,content_rt_Not Yet Rated,content_rt_R - Restricted Screening (nudity & violence),Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday
0,The Family Is Coming,2015,9170c31a02014b56bb4cec2105086f00,['Joo Dong Min'],['Kim Shin Hye'],1/3/2015,3/15/2015,"A grandma has abandoned her family 50 years ago and suddenly returns one day to distribute a 10-billion-won inheritance to her children and grandchildren. The family members compete over who gets the inheritance, leading to comic hijinks and eventually growth and maturity for all involved.~~ Adapted from the novel “Grandma Is Back”. ",2.108305895962314,548.9783190982779,12.895443929625829,23.544749411123327,35.07045415839223,48.235864913046754,742.5185736285688,8.48639187630532,80.75614697375939,1.7794877872167874,0.37539104179064586,-0.37138232505648316,0.26835221227861566,0.0379746835443038,True,False,False,False,False,True,False,False,False,False,False,True
1,The Lover,2015,2dc531911bd1454288c468ed8de78f4e,['Kim Tae Eun'],['Kim Min Seok'],4/2/2015,6/25/2015,"The series talk about four different couples living together in one apartment complex. Both in their thirties, Oh Do Shi is a voice actor and Ryu Du Ri is a blogger. They simply chose to live together instead of getting married, and have been sharing an apartment for two years. Jeong Yeong Jun and Choi Ji Nyeo are a couple that's twelve years apart in age. Ji Nyeo has the personality of a penny-pinching ajumma and basically supports her younger boyfriend in the hope that he will someday realize his dream, while Yeong Jun is an unemployed musician who carries around a guitar he doesn't know how to play. They've been living together for a year, and are quick to fight and make up. Park Hwan Jong and Ha Seol Eun are in their twenties and have just moved in together. Seol Eun wants her boyfriend to believe that she's the perfect embodiment of femininity, and works tirelessly to keep up the illusion. Lee Jun Jae is a loner who prefers to stay at home, but is forced to find a roommate for financial reasons. He doesn't even want to exchange unnecessary small talk so he advertises for a foreigner who can't speak Korean very well. Enter Takuya, a Japanese guy on his travels. Takuya thinks Jun Jae is wasting his youth, and begins to draw him out into the world.",1.8507029406749629,480.1628738850304,12.160021832054513,13.287990408464307,65.84385618839718,58.85294424731074,1055.0592833607438,13.203798592401979,100.25774564588552,2.4429981238588927,-0.7450609477235951,0.1846515692429595,0.03291820514425183,0.09493670886075949,False,True,False,False,False,False,False,False,False,True,False,False
2,Love of Eve,2015,832b2dcd1ac941348f0dcf54972a7eb0,['Lee Gye Joon'],Others,5/18/2015,10/30/2015,"Three women share a close bond that was deeper than any friendship. Song Ah, Sen Na, and Hyun Ah were both the same age and went to the same schools. Song Ah was an especially giving friend who would do anything for a friend. She absolutely trusted Sen Na and treated her like a sister along with her twin sister Hyun Ah. She thought they would always maintain a close relationship. But she had no idea that Sen Na was planning revenge.(Source: MBC)",2.7910399331148916,407.5378689535169,16.99503114283819,30.79371740082776,0.0,4.990675419262168,16.460048532404034,0.0,6.14992076671012,0.6712093555111057,2.7872518102878074,-0.6802900441117291,0.7751423743663558,0.006329113924050633,True,False,False,False,False,False,True,True,True,True,True,False
3,Love on a Rooftop,2015,5eda227cf639445cbbe1ed6531e28d2d,['Choi Ji Yeong'],"['Choi Min Ki', 'Kim Ji Wan']",4/6/2015,8/21/2015,A drama about a woman who finally becomes a part of a family after re-adoption and man who chooses love over family. ,2.73784074768445,369.4286322814954,12.979499665409582,27.12893346396119,22.069898547439156,20.486378948876723,123.55037235637042,2.686424579956906,25.151860457693566,1.6500013972850192,1.322503568812253,-0.43316386886753233,0.467363414481507,0.03164556962025317,True,False,False,False,False,False,True,True,True,True,True,False
4,"Kill Me, Heal Me",2015,e8c09f0f7d0d4b75a4642eb06d76d811,"['Kim Jin Man', 'Kim Dae Jin']",['Jin Soo Wan'],1/7/2015,3/12/2015,"A traumatic childhood experience leaves Cha Do Hyeon, suffering from memory loss and dissociation. The latter has resulted in the creation of seven distinct personalities. Wanting to regain control over his life, he asks Oh Ri Jin, a first-year psychiatric resident, to help him, but she eventually falls in love with one of his personalities. Ri Jin’s twin brother, Oh Ri On, a famous mystery novelist, investigates Do Hyeon and his family. (Source: MyDramaList)",2.108305895962314,562.3595899865967,6.748312426785635,4.950322058495997,92.14575224905136,58.85294424731074,1055.0592833607438,13.203798592401979,100.25774564588552,3.4030673656559305,-0.8933823434647147,2.9030394969291238,0.0017522998936103636,0.37341772151898733,True,False,False,False,False,False,False,False,True,True,False,False
5,Delicious Love,2015,a38a585a6c6942e59d32dc64343dcd72,Others,Others,11/5/2015,11/10/2015,"A teen romantic comedy that tells the story of a chef named Sung Jun who is the best at his craft and has no flaws in the eyes of others, but he is simply hopeless when it comes to love. But when he meets a girl who eats everything deliciously, he falls in love at first sight. ",0.9606188858669414,329.8298681862358,13.166946836816944,24.271454384994378,24.388571912530843,4.195746018129288,40.5367343246066,0.0,9.325275982858077,1.3003847392338008,0.5353279685235399,-0.5567269564896308,0.30195882095250015,0.0189873417721519,False,False,False,True,False,True,True,True,True,True,True,True
6,Love Detective Sherlock K,2015,fff500c6bfe746e8968e4c22676859b3,Others,Others,11/11/2015,11/20/2015,"Sherlock K is a beautiful woman disguised as a man. Commissioned by chaebol Do Min-woo, she runs a ‘healing cafe’ where she profiles love psychology. ",1.7504957783346722,146.72305749790004,13.123037363063048,24.420027907491306,8.799067305645945,7.29494170977811,408.63845001286194,0.0,13.298308628526792,1.0441832158964832,0.5698767273708689,-0.6185085003006799,0.30921834908317164,0.012658227848101267,False,False,False,True,False,True,True,True,True,True,True,True
7,The Time We Were Not in Love,2015,12208c74d650417d870f673af98c28d2,['Jo Soo Won'],"['Jung Do Yoon', 'Lee Ha Na']",6/27/2015,8/16/2015,"Choi Won is ""the perfect guy"" - good-looking, tall and fit with an amicable personality. Although he is very popular with women, he can't have a proper relationship because of his friend, Oh Ha Na. A romantic comedy about a man and a woman who have been best friends for 20 years (7000 days). They turn 34 and make a pact to be married before 35, and race each other to the altar while “helping” weed out potential suitors. They find that they're constantly dissatisfied with each other’s boyfriends and girlfriends, because they've really been in love all this time.",1.9998129521799661,575.6259326435508,12.293878625619564,14.241163909546762,41.29170160394426,37.528288387884956,557.3872702293049,4.985631372729365,61.522836759834746,2.2811237372921194,-0.7024706674204222,-0.000693062190188063,0.041867451029476185,0.07594936708860758,True,False,False,False,False,True,False,False,False,False,False,True
8,The Dearest Lady,2015,729e5a41ac7b4bddadd32d410800450a,"['Choi Chang Wook', 'Choi Joon Bae']",['Seo Hyun Joo'],12/7/2015,5/20/2016,An upbeat family-oriented TV miniseries with a mishmash of different generations and different attitudes towards relationships. The difficulties that arise between mother and daughter mostly due to the men they are having a relationship with becomes the central plot that illustrates the challenges that single moms and divorcees face in today’s society. Their lives and the lives of the people they are connected to are depicted in a way that viewers can relate to through a fuzzy warm feeling called love.(Source: MBC),2.7807572110418852,369.4286322814954,16.93704945256419,30.134054209300594,5.853497526970668,11.313606806068284,114.63737759875681,0.0,9.325275982858077,0.6712093555111057,2.4795891560697823,-0.6802900441117291,0.710495024719945,0.006329113924050633,True,False,False,False,False,False,True,True,True,True,True,False
9,The Eccentric Daughter-in-Law,2015,cc11a722be134425b745aa95db84bc36,"['Lee Duk Gun', 'Park Man Young']",['Yoo Nam Kyung'],8/17/2015,9/22/2015,"Oh In Yeong is a former idol group singer. She belonged to a popular 4 member girl group, but, now, she isn't very popular anymore. In order to boost her flagging popularity, In Yeong agrees to appear in a television reality show that pairs up fake mothers- and daughters-in-law. While filming for the TV show, she meets her scripted mother-in-law Yang Chun Ja, a matriarch of a long-standing traditional clan. They end up hating each other on the show, but as fate would have it, the two later end up becoming mother and daughter-in-law for real.",1.8507029406749629,646.7244874072406,12.668238761678586,21.005164581918265,68.01913904449289,41.36810014227611,614.8026854068964,8.930697490046635,78.17720944543697,1.3003847392338008,-0.0773168327605626,-0.5567269564896308,0.17322736091119595,0.0189873417721519,False,False,False,True,False,False,True,True,False,False,False,False
10,Awl,2015,b5446cda988a4fbeb50aaf7704a5b5ce,['Kim Seok Yoon'],"['Kim Soo Jin', 'Lee Nam Gyu']",10/24/2015,11/29/2015,"Soo In has a timid personality and is easily frightened, but he stands up for justice and does not cower in fear when he feels that he has been wronged. Early on in his military career, he becomes disillusioned with the falling standards and poor morale in an institution that supposedly practices strict discipline. This leads him to leave the military. In his new civilian life, he gets hired by a foreign retail distribution company and becomes the head manager of a large retail store. The retailer he works for slashes labor costs by firing part-time workers before they can qualify for benefits and higher wages. He cannot tolerate the company's poor and immoral treatment, so he decides to fight against the management. However, as he faces pressure from the company, he is forced to seek help from a labor counseling center and meets Go Shin, the center's manager. His only way to win the case is to utilize the Labor Act like a sword in his mission to fight against corruption and illegal corporate behavior. He boldly 'pierces into' the society that suppresses individual people with tyranny, just like an awl that bores a hole into the stiff wall... Soo In's lone fight to reclaim the labor rights workers have forgotten is about to begin!(Source:JTBC)",1.8507029406749629,582.2174353230909,11.261122356248025,23.06046273199138,29.442842733701173,32.7308269031148,504.01179856835256,8.048576775248666,59.338925941187966,1.8901584964561868,0.27680794542456033,-0.309600781245434,0.2476375242505789,0.04430379746835443,True,False,False,False,False,True,False,False,False,False,False,True
11,Bubblegum,2015,f8ecb7e2038c467cb9d91c14242e6c01,['Kim Byung Soo'],['Lee Mi Na'],10/26/2015,12/15/2015,"Park Ri Hwan and Kim Haeng Ah are childhood friends who couldn’t be more different. As the director of an eastern medicine hospital, Ri Hwan selflessly cares for his patients and his mother, while Haeng Ah charges through her life as a feisty and headstrong radio producer. Yet despite their differences and after all these years, Ri Hwan and Haeng Ah complement each other perfectly. ",1.9998129521799661,548.9783190982779,12.678685186206152,15.92752838256208,51.77942397472497,44.04452546508635,969.2741907626655,8.70774087463361,63.75481868799577,2.2811237372921194,-0.6053767416943077,-0.000693062190188063,0.06226922836222542,0.07594936708860758,True,False,False,False,False,False,True,True,False,False,False,False
12,"Noble, My Love",2015,e2328f79d0e1432f8d5b22515801d9c1,['Kim Yang Hee'],Others,8/23/2015,9/16/2015,"Kang Hoon is the handsome, conceited CEO of a large company and heads D.O.L's Korean branch in Seoul. One day, he is kidnapped and dramatically escapes from the bad guys, but he bleeds so much that he blacks out in front of an animal hospital in a rural town. Yoon Seo, a veterinarian, finds him and treats him to recovery. Being kind-hearted, she won't accept any payment from him but he won't take no for an answer and buys the building her hospital is in, forcing her to set up practice in Seoul where she has both friends and frenemies from vet school. Even though he looks down on her, he pays her to pretend to be his girlfriend to avoid blind dates set up by his family, becoming more and more possessive of her time and attention. Can deeper feelings develop between a man so arrogant and a woman so genuine?(Source: Otabenga at MyDramaList)~~ Adapted from a web novel ""Noble, My Love"" (고결한 그대) by Go Gyul (고결).",2.108305895962314,197.9470388656402,12.016217549552026,11.348555002160408,41.29170160394426,33.89595695458694,530.2062892066157,9.609069462305937,66.03524957789642,2.3930197524760723,-0.80969095349834,0.1228700254319103,0.019337880968771513,0.08860759493670885,False,False,False,False,False,True,True,True,True,True,False,False
13,My Mother Is a Daughter-In-Law,2015,65e26535bd214898be3b08bec65c12f7,['Ko Heung Sik'],['Lee Geun Young'],6/22/2015,12/31/2015,"Gyeong Sook married a wealthy older man when she was 19 years old. Her mother-in-law, who gave her a hard time, died, and her husband passed away a couple of years ago. She only depends on her son Jeong Soo who is a doctor. Her son Jeong Soo brings his girlfriend, Hyeon Joo. Kyeong Sook disapproves of Hyeon Joo because of her poor family background.Nevertheless, Jeong Soo and Hyeon Joo marry. Kyeong Sook gives Hyeon Joo a hard time. Then, Jeong Soo dies in a car accident. Kyeong Sook and Hyeon Joo are no longer family. Kyeong Sook and Hyeon Joo eventually both marry again. Through a twist of fate, Kyeong Sook becomes Hyeon Joo's daughter-in-law.(Source: AsianWiki)",2.828257130188223,407.5378689535169,16.5069324175582,31.94435946893223,127.05922901010044,85.66862343305012,1570.1464515225955,18.47641647973295,143.52141844785044,0.0,3.376069881332373,-0.7420715879227783,0.898867263283059,0.0,True,False,False,False,False,False,True,True,True,True,True,False
14,Love Cells Season 2,2015,3bef90625c1d4a4ca967dd102a25017d,Others,Others,9/14/2015,10/1/2015,"In this bitter-sweet love story, Ne Bi acts as a navigator of the love relationship. She leads the way for the main characters to piece their long-lost memories of love together. ",1.8507029406749629,146.72305749790004,13.050964874825171,21.862853280071022,35.07045415839223,14.042766130793586,614.8026854068964,4.240024901768852,36.7407506468597,1.0441832158964832,0.05849552960479993,-0.6185085003006799,0.20176481632142185,0.012658227848101267,False,False,False,False,False,False,True,True,False,False,False,False
15,Flower of the Queen,2015,62df20454192435391aeb326e637677b,"['Kim Min Shik', 'Lee Dae Young']",['Park Hyun Joo'],3/14/2015,8/30/2015,"South Korean society values success more than anything else. People tirelessly strive to get ahead. Meanwhile, South Korea ranks at the bottom of the list of happy countries in the world. Korea's suicide rate is the highest among developed countries and the third highest in the entire world… There are things that money cannot buy. Money does not bring honor. Power cannot make one happy. Happiness is more powerful than political power, more valuable than riches, and a step above honor.  One mother chases success to live a luxurious lifestyle. A daughter finds success after practically raising herself. Two men love these two women as they pursue happiness. This TV series raises the question of what defines happiness to viewers.(Source: MBC)",2.4954464878314835,582.2174353230909,12.62058346873259,23.82879692933495,0.0,10.068486259837096,76.94994784441694,0.0,13.298308628526792,1.0441832158964832,0.43614920390146594,-0.6185085003006799,0.28111896864634833,0.012658227848101267,True,False,False,False,False,True,False,False,False,False,False,True
16,Six Flying Dragons,2015,61790e3827334688b5d7d853231a9348,['Shin Kyung Soo'],"['Kim Young Hyun', 'Park Sang Yeon']",10/5/2015,3/22/2016,"A fictional, historical drama about the ambition, rise and fall of real and fictional characters based around Yi Bang Won. Yi Bang Won was the third king of the Joseon Dynasty in Korea and the father of King Se Jong the Great. He helped his father, King Tae Jo, establish the Joseon Dynasty. ",2.4954464878314835,548.9783190982779,6.212192151788503,13.317264292210298,117.69943707688977,81.76586942098824,1511.7166500393707,15.512249223205334,136.24664504555923,2.863973192793175,-0.7438696112116182,0.9260300949755497,0.03316853370048188,0.17088607594936708,True,False,False,False,False,False,True,True,False,False,False,False
17,Missing Noir M,2015,64309e69d801433aa15db394bc7dfc85,['Lee Seung Young'],['Lee Yoo Jin'],3/28/2015,5/30/2015,"Gil Su Hyeon is extremely intelligent. At the age of 10, he attended Harvard University and after graduating, he went to work at the FBI. 10 years later, he decided to come back to South Korea. He now works as the leader of the Special Missing Persons Unit. The unit deals with about 1% of special missing cases involving violent crimes. His appearance borders on perfection, but he holds a secret. Detective Oh Dae Yeong joins the Special Missing Persons Unit. He has worked as a detective for 20 years and he has an obsession in observing the law. He is known as a master of missing person cases.(Source: MUBI)",1.7504957783346722,614.7792111038029,9.153167425650603,17.539704623383273,97.50277430863036,55.69869961997731,1146.296052034861,10.535229714698394,100.25774564588552,2.2811237372921194,-0.4811799103207196,-0.000693062190188063,0.08836598034920834,0.07594936708860758,True,False,False,False,False,False,False,False,False,False,False,True
18,Jumping Girl,2015,5ef07c61a4d041f283308b7d61a2caca,Others,Others,4/27/2015,4/28/2015,"Follows the life of Nam Sang Ah, who becomes the target of public criticism due to a sudden mistake.How in the world can this happen? Nam Sang Ah is an ordinary girl. But her life is turned upside down when she mistakenly becomes the victim of a public witch hunt. Her friends, Han Ga Eul and Lee Yenny, try to help Sang Ah. But Yenny also is busy working as the personal bodyguard to Seo Ah Shin, a top idol star who is hiding a vulnerable side. Can Gong Joo Ri, who has survived her own witch hunt in the past, help Sang Ah through this crisis and reclaim her life?(Source: Viki)",1.9672887516088096,146.72305749790004,13.163011558086763,22.599692718384517,42.94208357064385,30.468432550031476,557.3872702293049,10.301407564460968,53.071807200563875,1.3003847392338008,0.18864904353827236,-0.5567269564896308,0.22911321108955504,0.0189873417721519,True,False,False,False,False,False,True,True,False,False,False,False
19,My Beautiful Bride,2015,e265f560507a46e990db066cdb69d49b,"['Kim Chul Gyu', 'Kim Sang Woo']",['Yoo Sung Yeol'],6/20/2015,8/9/2015,"Kim Do Hyung, who works as a bank executive and comes from a well-to-do family, has been dating his girlfriend, Yoon Joo Young, for the past two years. He asks her to marry him, but Joo Young is tormented by his proposal and is terrified that Do Hyung will find out about her checkered past. After Joo Young makes up her mind to accept the marriage proposal, she suddenly disappears without a trace. When Do Hyung files a missing-person report with the police, officer Cha Yoon Mi is surprised to learn that Joo Young is someone she knows from her past but can’t offer much help to Do Hyung. When Do Hyung undertakes the search for Joo Young on his own, he is drawn into the shadowy underground world of gangsters and loan sharks. When Song Hak Soo, the leader of an underground crime syndicate who was recently released from prison, suddenly shows up dead, Do Hyung inexplicably becomes the prime suspect in the murders of Hak Soo and Joo Young, although she is still missing. With Yoon Mi and her partner, Park Hyung Shik, hot on his heels, can Do Hyung find Joo Young and clear his own name?(Source: Viki)",1.9998129521799661,548.9783190982779,10.72180144162483,17.94914206349971,94.80163172342591,63.76765432967516,1011.4986701042783,11.007364016918283,100.25774564588552,2.0720500228158354,-0.4439506443214426,-0.1860376936233356,0.09618874773139746,0.0569620253164557,True,False,False,False,False,True,False,False,False,False,False,True
20,Shine or Go Crazy,2015,45af025f19d845baa878cda040320aaf,"['Song Hyung Suk', 'Yoon Ji Hoon']","['Kim Sun Mi', 'Kim Sun Young']",1/19/2015,4/7/2015,"Wang So, a Goryeo prince, was born with the name, “Shine.” Shin Yul is a woman hailing from the Balhae kingdom and believed to have the powers of an oracle. A prince who suffered vile remarks because of a cursed prophecy finds himself attracted to a former princess from a fallen kingdom who faces death because of her fate to become the light of another kingdom. Their love is at a point of either shining or flaming out.(Source: MBC)",2.1925652889777028,582.2174353230909,11.539364511995295,18.240169253420575,72.49703150728052,41.36810014227611,888.7278796363591,6.569192332996349,75.64894258947125,2.2178806790794026,-0.4159542362899863,-0.06247460600123725,0.10207146880280368,0.06962025316455696,True,False,False,False,False,False,True,True,False,False,False,False
21,Missing Korea,2015,0f989ec2490447b5812cbe95feffb0fb,['Min Doo Shik'],Others,11/3/2015,11/12/2015,“Missing Korea” is a romantic comedy set in the fictional year of 2020 when North and South Korea have taken significant steps towards reunification. One of those steps include hosting the first-ever combined Miss Korea pageant. ,1.4441363300165029,146.72305749790004,13.109845831141133,23.612522036450848,11.661913695915164,30.468432550031476,431.11652019239494,3.3547240903609366,45.36531175326505,0.6712093555111057,0.3896870799343682,-0.6802900441117291,0.2713561549533763,0.006329113924050633,False,False,False,True,False,False,False,True,True,True,False,False
22,She Was Pretty,2015,1985f18b5a134aee8c324ef183f98047,['Jeong Dae Yun'],['Jo Sung Hee'],9/16/2015,11/11/2015,"As a young girl, Hye Jin was impossibly cute and lived a comfortable life with her wealthy parents. Since entering her teens, both her looks and fortunes have drastically changed. She currently lives rent-free with a friend and is a part-time clerk at a convenience store. Out-of-the-blue, Sung Joon, her childhood friend, contacts her and suggests they meet. He is unaware that Hye Jin recently spotted him and knows how fit and handsome he had become. Not wanting to disappoint him, she insists her pretty best friend go in her place. What could go wrong?After landing a full-time job, Hye Jin is surprised to find out that Sung Joon is her boss. To add insult to injury, he is treating her with nothing but disdain and contempt. This is not the friend she fondly remembers, so she goes about hiding her true identity from him.  (Source: MBC)",1.9998129521799661,548.9783190982779,10.229723590052227,5.156129841396512,70.2367732187758,45.41798598376467,888.7278796363591,8.48639187630532,75.64894258947125,3.065578822703138,-0.892488841080732,1.4820639892749923,0.0019400463107829026,0.22784810126582278,True,False,False,False,False,False,False,False,True,True,False,False
23,She Is 200 Years Old,2015,ffaec6267d974dfc9543cda4953b48c6,Others,Others,10/27/2015,10/27/2015,"200-year-old Min Se Yeon has managed to conceal her immortality, up until she meets Lee Jung Hoon, a social worker she saves from a traffic accident. Despite her wizened age, Se Yeon is fresh, beautiful and forever in her prime, but with immortality comes a price. Can Se Yeon and Jung Hoon defy time in the name of romance? ",1.324962965185125,146.72305749790004,13.082083171787461,20.82090267949334,35.07045415839223,27.242956181437723,243.0313170176936,4.796232227263821,45.36531175326505,1.3003847392338008,-0.10441973840803627,-0.5567269564896308,0.16753238625696226,0.0189873417721519,False,False,False,True,False,False,False,False,False,False,False,False
24,Warm and Cozy,2015,81c8f1d83d764795b44fb12b638ac4a5,"['Park Hong Kyun', 'Kim Hee Won']","['Hong Jung Eun', 'Hong Mi Ran']",5/13/2015,7/2/2015,"A man and a woman hit by setbacks and spurned by lovers meet one another on Jeju Island. The woman needs time to nurse her wounds after her career and relationship implode. The man is still smarting from a bad relationship that has closed his heart.  When together, they become themselves again, warm and friendly. Neither too hot nor cold.This is about two people recovering from their life troubles to bring warmth back into their lives. Kun Woo is following in the footsteps of the Great Gatsby, who was hopelessly in love with Daisy and sacrificed everything. But then Kun Woo faces an obstacle in pursuing his love interest. It's time for him to make a stand. He will save Daisy from all of her troubles. As he finds himself inextricably linked with a blunt and coarse woman who has no idea what true love is, he finds that he has a soft spot for her. Warm and mild...(Source: MBC)",1.9998129521799661,548.9783190982779,12.236157201164485,14.023841344238212,77.1465031054808,45.41798598376467,1011.4986701042783,11.007364016918283,94.42353503764585,2.3930197524760723,-0.7128948619002197,0.1228700254319103,0.039677076162463236,0.08860759493670885,True,False,False,False,False,False,False,False,True,True,False,False
25,Girl of 0AM,2015,634519fd3e734139b9e52565a998f7fb,Others,Others,5/4/2015,5/14/2015,"Gong Ji Dan, dreams of becoming a superstar. He coincidentally becomes in charge of a karaoke business, allowing him to grow as a singer. Meanwhile, Min Se Ra is a part-time worker, who leads Ji Dan to become a singer and holds a mysterious secret. ",1.6214683827968448,197.9470388656402,12.835141732995076,21.155449005829716,59.56936125901208,37.528288387884956,708.9181449715649,7.404297203079219,70.74295853706205,1.3003847392338008,-0.054681439033002176,-0.5567269564896308,0.17798360347956693,0.0189873417721519,False,False,False,True,False,False,False,False,False,False,False,False
26,Girls' Love Story,2015,8a5f7bb42f264848872557b8cabaee5b,Others,Others,6/16/2015,8/15/2015,"Four women are ready to take their relationships to the next level and prepare to move in with their boyfriends. The only problem is, they’re all dating the same man- and come moving day, he’s nowhere to be found! Meet Sweet Beauty, Sexy Eater, Innocent Drinker, and Loyal Cry Baby, four vivacious fitness trainers now hell-bent on revenge against the man who stole their money and trust in the opposite sex. ",2.4954464878314835,135.72183628248345,16.89761245526867,27.9938592221476,22.069898547439156,15.528969040803492,258.4237406721824,6.775350676663319,30.616290450036168,1.3003847392338008,1.6173593555265269,-0.5567269564896308,0.5293197321484449,0.0189873417721519,False,False,False,True,False,False,False,False,True,False,False,False
27,Assembly,2015,56f7a1b9c7244ac0b95a80256bb3d001,['Hwang In Hyuk'],['Jung Hyun Min'],7/15/2015,9/17/2015,"Jin Sang Pil is a welder at a shipyard, but when he and his fellow workers get laid off, he fights for their reinstatement as the spokesman for the labor union. To his surprise, this leads to him becoming a newly elected member of the National Assembly. But because of his idealism and naiveté, Sang Pil finds it difficult to navigate the corridors of politics. Enter whip-smart aide Choi In Gyeong, who shows him the ropes and together they work to accomplish real change within the government.",2.108305895962314,562.3595899865967,11.954000725690237,25.363928519449587,84.4471147557638,81.76586942098824,1293.8478742530028,15.775366090506001,125.76313479517775,1.7794877872167874,0.8048678543583054,-0.37138232505648316,0.3585956567995494,0.0379746835443038,False,False,False,True,False,False,False,False,True,True,False,False
28,We Broke Up,2015,dce6fe763f264136afd5b6f403e76d9a,Others,['Jeon Seon Young'],6/29/2015,7/17/2015,"Ji Won Yeong is an aspiring musician and the lead singer of a band while No Woo Ri works at a fashion company. The two met at one of Won Yeong's gigs and their relationship blossomed. Soon, they agreed to live together. Things got complicated when they both decided to break up.Due to complications with the security deposit and the loan on the apartment, the two have no choice but to keep living together as roommates until the contract is up and when they're financially able to leave...""",1.7504957783346722,197.9470388656402,12.627617743305008,18.477671085149815,84.4471147557638,41.36810014227611,742.5185736285688,11.007364016918283,83.3861182636353,1.494428081264169,-0.392127506050449,-0.49494541267858155,0.10707803992740472,0.025316455696202535,False,False,False,True,False,False,True,False,True,False,True,False
29,Splendid Politics,2015,75c1221d1d4e47b2a2bc4e00adaad638,"['Kim Sang Ho', 'Choi Jung Gyu']",['Kim Yi Young'],4/13/2015,9/29/2015,"Princess Jung Myung was the only direct descendant of King Seon Jo still alive and when she was born, her birth was celebrated around the palace. She had the sweetest smile a baby could have. Queen In Mok was relieved that she had a baby girl instead of a boy. According to the seer Nam Sa Go, the baby she carried would become the true ruler of the Joseon Dynasty, a king of kings and have a princess proved the prophecy to be wrong. But the turbulent times took a heavy toll on Princess Jung Myung. Upon the death of King Seon Jo, Gwang Hae ascended the throne and his first order of business was to eliminate Prince Yeong Chang and banish Queen In Mok from the palace. Then his next target was Princess Jung Myung. When In Mok learned that her daughter’s life was in danger, she sent her into hiding. But assassins tracked Jung Myung down. Through the heroic sacrifice of her bodyguard, Jung Myung was put on a boat that sailed adrift in the sea. Meanwhile, the bodyguard and nanny set their boat ablaze and died to fool the assassins. Jung Myung witnessed her nanny and bodyguard consumed by the flames. Adrift on the boat, Jung Myung lost consciousness and was picked up by a merchant boat crossing to Dejima in Japan. She was sold as a slave. To survive in the hostile environment she hid the fact that she was a princess. She also vanquished her memories of ever being a princess so that she could focus on how to get revenge. Posing as a boy, Jung Myung worked as a laborer in the sulfur mine. But she discovered hope in the depths of her despair. It was a friendship between Ja Gyung that helped her cling to life. But she never lost her focus on returning to Joseon one day and bringing the downfall of Gwang Hae who had taken everything away from her. Then an opportunity arose. She began peddling information and secrets in the sulfur mines. Leveraging her strategic location, she followed the Joseon delegation visiting Japan back to Joseon. Finally, her dream to return to Joseon had come true…(Source: MBC)",2.4954464878314835,548.9783190982779,11.968673438960275,21.62124723888386,53.66603650164206,36.2945881963618,504.01179856835256,5.762527072125562,61.522836759834746,1.7794877872167874,0.018585756453574978,-0.37138232505648316,0.19337880968771512,0.0379746835443038,True,False,False,False,False,False,True,True,False,False,False,False
30,Spy,2015,14fb3da5d009489dbb45d9346cd22d81,['Park Hyun Suk'],"['Han Sang Woon', 'Lee Kang']",1/9/2015,3/6/2015,"Hye Rim is a perfect mom inside and out. She pays a lot of attention to her children’s education. She’s also a perfect housewife who supports her husband very well. But in fact, she’s a former North Korean informant.Out of the blue, she’s assigned the mission of recruiting her son, who works for the National Intelligence Service (NIS), into espionage activity. In order to protect her son, she can do anything, even gamble her life.",1.9998129521799661,480.1628738850304,12.681699595140994,19.598473445866205,46.359044977100936,29.370962823196745,742.5185736285688,5.176984941494761,55.113794796964726,1.6500013972850192,-0.26703717229287827,-0.43316386886753233,0.13336253833156017,0.03164556962025317,False,False,False,True,False,False,False,False,False,False,True,False
31,To Be Continued,2015,05be099411574246ad1d6f50eaad7b60,Others,Others,8/18/2015,9/3/2015,This web drama is a teen fantasy story that tells the story of a male idol group (ASTRO)  that suddenly slips back in time just one day ahead of their debut stage. ,1.8507029406749629,197.9470388656402,12.297166948850721,15.535421752127093,92.14575224905136,32.7308269031148,557.3872702293049,11.245652406084197,70.74295853706205,1.3003847392338008,-0.6306926425738161,-0.5567269564896308,0.05694974654233682,0.0189873417721519,False,False,True,False,False,False,False,False,False,True,False,False
32,Late Night Restaurant,2015,1ede9e88797e4f09881cf445e9ea6201,['Hwang In Roe'],Others,7/4/2015,9/5/2015,A late night restaurant opens at midnight and closes at 7am. The owner and chef of the restaurant makes whatever his customers ask for. ,2.108305895962314,329.8298681862358,11.215418563399924,22.993718245382812,94.80163172342591,74.26535994375827,1243.2010786634326,16.572447049788472,122.3816038402449,1.7794877872167874,0.2637032437928148,-0.37138232505648316,0.2448839101320483,0.0379746835443038,False,False,False,True,False,False,False,False,False,False,False,True
